"STATISTIC","Statistic Label","TLIST(A1)","Year","C01912V02351","Type of Dwelling","C02196V04140","Region and County","UNIT","VALUE"
"BHA12C04","Average Floor Area per Unit","2014","2014","102","Private flats/apartments","IE06105","Dun Laoghaire - Rathdown","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2014","2014","102","Private flats/apartments","IE062","Mid-East","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2014","2014","102","Private flats/apartments","IE06206","Kildare","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2014","2014","102","Private flats/apartments","IE06210","Louth","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2014","2014","102","Private flats/apartments","IE06211","Meath","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2014","2014","102","Private flats/apartments","IE06215","Wicklow","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2014","2014","102","Private flats/apartments","IE063","Midland","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2014","2014","102","Private flats/apartments","IE06308","Laois","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2014","2014","102","Private flats/apartments","IE06309","Longford","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2014","2014","102","Private flats/apartments","IE06312","Offaly","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2014","2014","102","Private flats/apartments","IE06313","Westmeath","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","-","State","Sq Metres","178.4"
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE04","Northern and Western","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE041","Border","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE04128","Leitrim","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE04131","Sligo","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE04132","Cavan","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE04133","Donegal","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE04134","Monaghan","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE042","West","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE04225","Galway","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE04226","Galway City","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE04229","Mayo","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE04230","Roscommon","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE05","Southern","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE051","Mid-West","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE05116","Clare","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE05118","Limerick","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE05122","Tipperary","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE052","South-East","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE05201","Carlow","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE05207","Kilkenny","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE05214","Wexford","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE05225","Waterford","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE053","South-West","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE05316","Cork","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE05317","Cork City","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE05319","Kerry","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE06","Eastern and Midland","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE061","Dublin","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE06102","Dublin City","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE06103","South Dublin","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE06104","Fingal","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE06105","Dun Laoghaire - Rathdown","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE062","Mid-East","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE06206","Kildare","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE06210","Louth","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE06211","Meath","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE06215","Wicklow","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE063","Midland","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE06308","Laois","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE06309","Longford","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE06312","Offaly","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","11","Houses","IE06313","Westmeath","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","-","State","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE04","Northern and Western","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE041","Border","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE04128","Leitrim","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE04131","Sligo","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE04132","Cavan","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE04133","Donegal","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE04134","Monaghan","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE042","West","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE04225","Galway","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE04226","Galway City","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE04229","Mayo","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE04230","Roscommon","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE05","Southern","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE051","Mid-West","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE05116","Clare","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE05118","Limerick","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE05122","Tipperary","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE052","South-East","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE05201","Carlow","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE05207","Kilkenny","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE05214","Wexford","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE05225","Waterford","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE053","South-West","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE05316","Cork","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE05317","Cork City","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE05319","Kerry","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE06","Eastern and Midland","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE061","Dublin","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE06102","Dublin City","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE06103","South Dublin","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE06104","Fingal","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE06105","Dun Laoghaire - Rathdown","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE062","Mid-East","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE06206","Kildare","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE06210","Louth","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE06211","Meath","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE06215","Wicklow","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE063","Midland","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE06308","Laois","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE06309","Longford","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE06312","Offaly","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","105","Multi development houses","IE06313","Westmeath","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","-","State","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE04","Northern and Western","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE041","Border","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE04128","Leitrim","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE04131","Sligo","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE04132","Cavan","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE04133","Donegal","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE04134","Monaghan","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE042","West","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE04225","Galway","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE04226","Galway City","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE04229","Mayo","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE04230","Roscommon","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE05","Southern","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE051","Mid-West","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE05116","Clare","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE05118","Limerick","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE05122","Tipperary","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE052","South-East","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE05201","Carlow","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE05207","Kilkenny","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE05214","Wexford","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE05225","Waterford","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE053","South-West","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE05316","Cork","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE05317","Cork City","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE05319","Kerry","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE06","Eastern and Midland","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE061","Dublin","Sq Metres",""
"BHA12C04","Average Floor Area per Unit","2015","2015","101","One off houses","IE06102","Dublin City","Sq Metres",""
